Species,Plot,Subplot,Core,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco,SoilMyco,AMF,EMF,Phenolics,Lignin,NSC,Time,Event
Prunus serotina,3,C,2017,0.103,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,41.12,,0.78,10.16,13.45,38.5,1.0
Prunus serotina,3,C,2016,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,39.26,,0.7,8.31,11.56,38.5,1.0
Acer saccharum,3,C,2016,0.103,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,22.16,,-0.64,13.88,12.13,38.5,1.0
Prunus serotina,3,A,2017,0.08,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.38,,0.64,9.25,11.86,38.5,1.0
Prunus serotina,3,E,2017,0.095,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,35.15,,0.59,9.59,11.92,38.5,1.0
Quercus alba,11,A,2016,0.068,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,19.1,37.94,4.81,25.32,15.2,59.5,1.0
Acer saccharum,3,C,2016,0.103,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,22.16,,-0.64,13.88,12.13,38.5,1.0
Prunus serotina,3,B,2017,0.082,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.27,,0.62,9.43,11.94,38.5,1.0
Prunus serotina,3,E,2016,0.095,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,23.45,,0.32,10.23,13.9,38.5,1.0
Prunus serotina,3,D,2016,0.087,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,41.39,,0.78,10.2,13.54,38.5,1.0
Prunus serotina,3,D,2016,0.087,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,28.46,,0.65,10.38,13.66,38.5,1.0
Prunus serotina,3,B,2017,0.082,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,40.12,,0.72,8.64,11.85,38.5,1.0
Prunus serotina,3,D,2016,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,36.65,,0.71,10.43,13.72,38.5,1.0
Prunus serotina,3,B,2017,0.082,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.27,,0.62,9.43,11.94,38.5,1.0
Prunus serotina,3,D,2017,0.087,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.46,,0.38,10.27,14.03,38.5,1.0
Acer saccharum,3,B,2016,0.082,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.02,,-0.63,14.18,12.41,38.5,1.0
Prunus serotina,3,D,2017,0.087,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.46,,0.38,10.27,14.03,38.5,1.0
Acer saccharum,11,A,2017,0.068,Low,Sterile,Sterile,Sterilized,AMF,Sterile,5.14,,-0.21,9.36,9.89,70.0,1.0
Prunus serotina,3,D,2017,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,36.65,,0.71,10.43,13.72,38.5,1.0
Prunus serotina,3,B,2017,0.082,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,40.12,,0.72,8.64,11.85,38.5,1.0
Prunus serotina,3,B,2017,0.082,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,41.69,,0.67,7.08,11.28,38.5,1.0
Acer saccharum,3,D,2017,0.087,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,20.69,,-0.57,14.06,12.3,38.5,1.0
Prunus serotina,3,B,2017,0.082,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,30.68,,0.38,9.31,11.9,38.5,1.0
Prunus serotina,7,C,2017,0.082,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,20.45,,0.3,10.69,13.27,38.5,1.0
Prunus serotina,7,E,2017,0.075,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,20.04,,0.62,5.12,8.19,38.5,1.0
Acer saccharum,7,B,2016,0.079,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,22.78,,-0.65,14.27,12.12,38.5,1.0
Acer saccharum,7,D,2017,0.08,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,22.23,,-0.71,14.29,12.36,38.5,1.0
Acer saccharum,8,C,2017,0.061,Low,Sterile,Sterile,Sterilized,AMF,Sterile,8.25,,-0.2,10.78,11.85,38.5,1.0
Quercus rubra,11,A,2017,0.068,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,21.9,14.26,2.54,25.22,11.25,115.5,0.0
Acer saccharum,8,A,2017,0.061,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,18.89,,-0.69,13.64,12.17,38.5,1.0
Acer saccharum,8,D,2017,0.063,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,20.17,,-0.7,14.0,11.94,38.5,1.0
Prunus serotina,9,C,2017,0.077,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,48.57,,0.53,5.18,7.13,38.5,1.0
Prunus serotina,9,A,2017,0.065,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.23,,0.61,7.37,11.29,38.5,1.0
Prunus serotina,9,A,2016,0.065,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,33.09,,0.53,5.38,6.81,38.5,1.0
Prunus serotina,9,C,2017,0.077,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,32.39,,0.73,7.75,11.34,38.5,1.0
Prunus serotina,9,A,2017,0.065,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,32.22,,0.7,6.81,10.95,38.5,1.0
Acer saccharum,9,C,2017,0.077,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,19.64,,-0.63,14.05,12.01,38.5,1.0
Prunus serotina,9,C,2016,0.077,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,47.55,,0.61,5.31,7.89,38.5,1.0
Prunus serotina,9,C,2016,0.077,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,57.81,,0.58,5.41,6.68,38.5,1.0
Prunus serotina,9,C,2017,0.077,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,48.57,,0.53,5.18,7.13,38.5,1.0
Prunus serotina,9,C,2017,0.077,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,23.12,,0.64,5.16,7.99,38.5,1.0
Acer saccharum,9,A,2017,0.065,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,20.26,,-0.69,14.0,11.94,38.5,1.0
Quercus alba,11,C,2016,0.055,Low,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,26.13,41.5,4.6,19.01,22.53,59.5,1.0
Prunus serotina,9,B,2016,0.074,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,32.09,,0.58,5.21,6.67,38.5,1.0
Quercus rubra,11,C,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,15.04,28.28,3.78,20.24,18.82,73.5,1.0
Prunus serotina,9,E,2017,0.071,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,36.17,,0.4,5.28,7.28,38.5,1.0
Prunus serotina,9,E,2016,0.071,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,19.46,,0.67,6.65,10.97,38.5,1.0
Quercus rubra,11,A,2017,0.068,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,16.3,28.79,2.49,25.27,11.64,115.5,0.0
Prunus serotina,9,B,2016,0.074,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,27.64,,0.64,7.05,11.39,38.5,1.0
Prunus serotina,9,B,2017,0.074,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,34.77,,0.46,5.11,7.11,38.5,1.0
Prunus serotina,9,D,2017,0.073,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,32.01,,0.42,5.3,7.15,38.5,1.0
Prunus serotina,9,D,2017,0.073,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,31.46,,0.67,7.54,11.5,38.5,1.0
Prunus serotina,9,D,2017,0.073,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,31.46,,0.67,7.54,11.5,38.5,1.0
Acer saccharum,9,D,2017,0.073,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,22.62,,-0.71,13.98,11.83,38.5,1.0
Acer saccharum,9,B,2017,0.074,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,18.47,,-0.63,13.61,11.92,38.5,1.0
Quercus alba,11,C,2016,0.055,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,20.01,31.97,4.66,20.98,18.33,115.5,0.0
Prunus serotina,9,D,2017,0.073,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,31.46,,0.67,7.54,11.5,38.5,1.0
Prunus serotina,9,B,2016,0.074,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,32.09,,0.58,5.21,6.67,38.5,1.0
Prunus serotina,9,D,2017,0.073,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,32.01,,0.42,5.3,7.15,38.5,1.0
Prunus serotina,9,D,2017,0.073,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,20.12,,0.6,5.11,8.14,38.5,1.0
Acer saccharum,10,C,2017,0.075,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.42,,-0.68,13.96,11.83,38.5,1.0
Quercus rubra,11,C,2017,0.055,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,30.61,32.86,3.91,27.28,15.18,115.5,0.0
Quercus rubra,11,C,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,15.04,28.28,3.78,20.24,18.82,115.5,0.0
Acer saccharum,10,C,2017,0.075,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.42,,-0.68,13.96,11.83,38.5,1.0
Acer saccharum,10,C,2017,0.075,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.42,,-0.68,13.96,11.83,38.5,1.0
Acer saccharum,11,B,2017,0.055,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,13.31,,0.01,10.11,10.79,38.5,1.0
Acer saccharum,11,B,2017,0.055,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.82,,-0.13,9.36,9.45,38.5,1.0
Quercus rubra,11,A,2017,0.068,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,20.27,30.37,3.51,27.39,13.87,115.5,0.0
Acer saccharum,12,D,2017,0.032,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,19.41,,-0.24,9.61,10.03,38.5,1.0
Prunus serotina,13,A,2016,0.052,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,30.09,,0.73,5.99,9.98,38.5,1.0
Prunus serotina,13,C,2017,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,36.65,,0.71,10.43,13.72,38.5,1.0
Quercus alba,11,A,2016,0.068,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,21.72,38.52,4.52,22.0,17.55,115.5,0.0
Prunus serotina,13,A,2016,0.052,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.63,,0.51,4.87,6.83,38.5,1.0
Acer saccharum,13,C,2017,0.087,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.7,,0.05,12.43,12.39,38.5,1.0
Prunus serotina,13,A,2017,0.052,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.63,,0.51,4.87,6.83,38.5,1.0
Prunus serotina,13,C,2016,0.087,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,38.92,,0.7,8.13,11.62,38.5,1.0
Prunus serotina,13,C,2016,0.087,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,28.46,,0.65,10.38,13.66,38.5,1.0
Prunus serotina,13,C,2016,0.087,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,41.39,,0.78,10.2,13.54,38.5,1.0
Prunus serotina,13,B,2017,0.093,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,40.21,,0.75,10.36,13.63,38.5,1.0
Prunus serotina,13,E,2016,0.077,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,57.81,,0.58,5.41,6.68,38.5,1.0
Prunus serotina,13,D,2017,0.086,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,32.51,,0.63,10.91,13.43,38.5,1.0
Quercus rubra,11,B,2017,0.055,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,12.68,17.24,2.36,25.86,11.26,115.5,0.0
Prunus serotina,13,D,2017,0.086,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.89,,0.19,10.49,13.72,38.5,1.0
Quercus alba,11,E,2017,0.068,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,19.0,33.28,4.85,25.21,15.67,70.0,1.0
Prunus serotina,13,B,2017,0.093,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.16,,0.19,10.53,13.99,38.5,1.0
Quercus rubra,11,D,2017,0.05,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,15.11,19.98,2.42,23.34,12.3,115.5,0.0
Quercus rubra,11,B,2017,0.055,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,30.61,32.86,3.91,27.28,15.18,66.5,1.0
Prunus serotina,13,B,2017,0.093,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.16,,0.19,10.53,13.99,38.5,1.0
Prunus serotina,13,B,2017,0.093,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.16,,0.19,10.53,13.99,38.5,1.0
Quercus rubra,11,B,2017,0.055,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,12.68,17.24,2.36,25.86,11.26,115.5,0.0
Prunus serotina,13,D,2016,0.086,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,35.87,,0.72,10.36,13.55,38.5,1.0
Prunus serotina,13,B,2017,0.093,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,40.21,,0.75,10.36,13.63,38.5,1.0
Quercus rubra,11,D,2017,0.05,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,23.44,40.82,3.82,26.95,14.67,66.5,1.0
Prunus serotina,13,D,2017,0.086,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.89,,0.19,10.49,13.72,38.5,1.0
Acer saccharum,14,A,2017,0.06,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.77,,-0.2,10.8,11.03,38.5,1.0
Acer saccharum,14,B,2017,0.074,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,18.47,,-0.63,13.61,11.92,38.5,1.0
Acer saccharum,14,B,2017,0.074,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,18.47,,-0.63,13.61,11.92,38.5,1.0
Acer saccharum,15,B,2016,0.11,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,15.14,,-0.04,13.23,12.2,38.5,1.0
Acer saccharum,16,C,2016,0.133,High,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,19.54,,0.46,13.77,12.5,38.5,1.0
Acer saccharum,16,D,2017,0.133,High,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.71,,-0.59,13.72,12.22,38.5,1.0
Acer saccharum,16,B,2017,0.105,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,22.32,,-0.56,13.96,12.12,38.5,1.0
Acer saccharum,17,B,2017,0.111,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.61,,0.1,12.12,12.1,38.5,1.0
Acer saccharum,17,D,2017,0.118,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,25.33,,-0.75,12.88,12.14,38.5,1.0
Quercus alba,11,B,2017,0.055,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,20.01,31.97,4.66,20.98,18.33,70.0,1.0
Acer saccharum,18,A,2017,0.141,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.28,,0.34,13.93,12.44,38.5,1.0
Quercus rubra,18,A,2017,0.141,High,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,23.6,49.9,4.32,20.32,20.84,38.5,1.0
Prunus serotina,1,A,2017,0.108,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,23.31,,0.2,10.42,13.92,42.0,1.0
Quercus alba,11,D,2017,0.05,Low,Sterile,Sterile,Sterilized,EMF,Sterile,9.44,4.87,2.38,18.81,18.49,115.5,0.0
Quercus rubra,11,B,2016,0.055,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,16.38,27.94,3.78,20.27,18.87,63.0,1.0
Prunus serotina,1,C,2017,0.106,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,40.94,,0.81,10.46,14.29,42.0,1.0
Prunus serotina,1,C,2016,0.106,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,37.24,,0.6,9.8,12.17,42.0,1.0
Prunus serotina,1,E,2016,0.098,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,37.78,,0.71,8.34,11.45,42.0,1.0
Prunus serotina,1,D,2017,0.107,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,26.28,,0.19,10.56,13.97,42.0,1.0
Quercus alba,11,D,2017,0.05,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,23.54,37.17,4.31,19.4,20.31,70.0,1.0
Prunus serotina,1,D,2017,0.107,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,44.63,,0.82,10.1,13.63,42.0,1.0
Quercus alba,11,D,2017,0.05,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,20.71,23.57,4.66,18.64,21.83,115.5,0.0
Prunus serotina,1,D,2017,0.107,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,38.61,,0.67,9.22,11.93,42.0,1.0
Prunus serotina,1,B,2017,0.1,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.84,,0.21,10.4,13.93,42.0,1.0
Prunus serotina,1,D,2016,0.107,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,44.63,,0.82,10.1,13.63,42.0,1.0
Prunus serotina,1,D,2017,0.107,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,44.63,,0.82,10.1,13.63,42.0,1.0
Prunus serotina,1,D,2016,0.107,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,38.61,,0.67,9.22,11.93,42.0,1.0
Quercus rubra,11,B,2017,0.055,Low,Sterile,Sterile,Sterilized,EMF,Sterile,12.48,5.31,2.53,27.33,9.95,59.5,1.0
Quercus alba,11,B,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,29.62,34.36,4.59,19.2,21.61,66.5,1.0
Prunus serotina,1,D,2016,0.107,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,26.28,,0.19,10.56,13.97,42.0,1.0
Prunus serotina,1,D,2017,0.107,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,44.63,,0.82,10.1,13.63,42.0,1.0
Prunus serotina,2,A,2016,0.083,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,24.39,,0.62,9.43,11.96,42.0,1.0
Prunus serotina,2,A,2016,0.083,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,37.18,,0.63,7.87,11.46,42.0,1.0
Prunus serotina,2,A,2017,0.083,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,24.39,,0.62,9.43,11.96,42.0,1.0
Quercus alba,11,B,2017,0.055,Low,Sterile,Sterile,Sterilized,EMF,Sterile,10.58,4.23,2.29,19.25,18.63,66.5,1.0
Prunus serotina,2,C,2017,0.097,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,43.67,,0.79,9.95,13.16,42.0,1.0
Prunus serotina,2,C,2017,0.097,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,33.29,,0.57,10.94,13.76,42.0,1.0
Quercus rubra,11,D,2017,0.05,Low,Sterile,Sterile,Sterilized,EMF,Sterile,11.48,3.33,2.54,26.12,11.05,115.5,0.0
Quercus rubra,2,A,2016,0.083,Med,Sterile,Sterile,Sterilized,EMF,Sterile,4.89,3.78,3.39,24.95,14.51,42.0,1.0
Prunus serotina,2,C,2017,0.097,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,36.14,,0.71,8.39,11.59,42.0,1.0
Prunus serotina,2,A,2017,0.083,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,41.92,,0.74,8.53,11.85,42.0,1.0
Prunus serotina,2,A,2016,0.083,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,37.18,,0.63,7.87,11.46,42.0,1.0
Prunus serotina,2,C,2017,0.097,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,33.29,,0.57,10.94,13.76,42.0,1.0
Prunus serotina,2,A,2016,0.083,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,37.18,,0.63,7.87,11.46,42.0,1.0
Quercus rubra,11,D,2017,0.05,Low,Sterile,Sterile,Sterilized,EMF,Sterile,11.48,3.33,2.54,26.12,11.05,73.5,1.0
Prunus serotina,2,C,2017,0.097,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,29.61,,0.56,10.65,13.69,42.0,1.0
Prunus serotina,2,A,2017,0.083,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,31.0,,0.57,10.76,13.36,42.0,1.0
Quercus alba,11,D,2017,0.05,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,21.36,32.42,4.76,19.11,22.08,115.5,0.0
Acer saccharum,2,E,2017,0.118,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,25.33,,-0.75,12.88,12.14,42.0,1.0
Prunus serotina,2,C,2016,0.097,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,43.67,,0.79,9.95,13.16,42.0,1.0
Acer saccharum,2,B,2016,0.082,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.02,,-0.63,14.18,12.41,42.0,1.0
Prunus serotina,2,D,2016,0.1,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.84,,0.21,10.4,13.93,42.0,1.0
Prunus serotina,2,B,2016,0.082,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,30.68,,0.38,9.31,11.9,42.0,1.0
Prunus serotina,2,D,2017,0.1,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,32.05,,0.73,10.55,13.75,42.0,1.0
Prunus serotina,2,D,2016,0.1,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,31.81,,0.71,10.3,13.48,42.0,1.0
Quercus rubra,11,D,2017,0.05,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,18.87,26.49,3.84,23.21,16.67,63.0,1.0
Quercus rubra,11,B,2017,0.055,Low,Sterile,Sterile,Sterilized,EMF,Sterile,12.48,5.31,2.53,27.33,9.95,115.5,0.0
Quercus alba,11,B,2017,0.055,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,19.17,25.9,4.73,18.57,22.51,73.5,1.0
Quercus alba,11,D,2017,0.05,Low,Sterile,Sterile,Sterilized,EMF,Sterile,9.44,4.87,2.38,18.81,18.49,115.5,0.0
Prunus serotina,2,B,2017,0.082,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,41.69,,0.67,7.08,11.28,42.0,1.0
Acer saccharum,2,B,2017,0.082,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.02,,-0.63,14.18,12.41,42.0,1.0
Prunus serotina,2,B,2017,0.082,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,44.69,,0.69,10.07,13.0,42.0,1.0
Prunus serotina,2,D,2017,0.1,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.84,,0.21,10.4,13.93,42.0,1.0
Prunus serotina,2,D,2017,0.1,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,22.84,,0.21,10.4,13.93,42.0,1.0
Prunus serotina,2,B,2017,0.082,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,41.69,,0.67,7.08,11.28,42.0,1.0
Prunus serotina,2,D,2017,0.1,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,32.05,,0.73,10.55,13.75,42.0,1.0
Acer saccharum,3,C,2017,0.103,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.33,,-0.04,13.45,12.56,42.0,1.0
Quercus rubra,12,A,2017,0.063,Low,Sterile,Sterile,Sterilized,EMF,Sterile,11.79,7.99,2.56,25.62,11.47,115.5,0.0
Prunus serotina,3,A,2017,0.08,Med,Sterile,Sterile,Sterilized,AMF,Sterile,12.2,,0.07,7.43,11.6,42.0,1.0
Quercus rubra,12,C,2017,0.047,Low,Sterile,Sterile,Sterilized,EMF,Sterile,10.34,3.62,2.48,26.38,11.04,59.5,1.0
Prunus serotina,3,A,2017,0.08,Med,Sterile,Sterile,Sterilized,AMF,Sterile,12.2,,0.07,7.43,11.6,42.0,1.0
Prunus serotina,3,C,2017,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,19.14,,0.34,10.75,13.6,42.0,1.0
Acer saccharum,3,A,2016,0.08,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,12.57,,-0.1,13.73,12.47,42.0,1.0
Prunus serotina,3,A,2016,0.08,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,32.34,,0.37,8.48,11.26,42.0,1.0
Quercus rubra,12,C,2017,0.047,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,16.59,19.58,2.4,23.47,12.33,73.5,1.0
Acer saccharum,3,C,2016,0.103,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,12.55,,0.18,14.06,12.1,42.0,1.0
Acer saccharum,3,A,2017,0.08,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,12.57,,-0.1,13.73,12.47,42.0,1.0
Prunus serotina,3,C,2017,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,19.14,,0.34,10.75,13.6,42.0,1.0
Acer saccharum,3,B,2016,0.082,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.77,,-0.05,14.08,12.62,42.0,1.0
Acer saccharum,3,D,2017,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.91,,0.31,13.94,12.3,42.0,1.0
Acer saccharum,3,D,2016,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.91,,0.31,13.94,12.3,42.0,1.0
Prunus serotina,3,B,2017,0.082,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,20.45,,0.3,10.69,13.27,42.0,1.0
Quercus rubra,12,A,2017,0.063,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,18.62,13.78,2.42,26.84,9.78,80.5,1.0
Prunus serotina,3,D,2017,0.087,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.73,,0.06,7.69,11.93,42.0,1.0
